sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfurized oils";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper-Nickel";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 325";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 475";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel (200)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 325";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel (200)";"sulfurized oils";"industrial fluids & lubricants";"100";"375 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel Cast Iron (15-35Ni)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel-Copper (400)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 425";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Cr-Fe Alloy (600/ 690)";"sulfurized oils";"industrial fluids & lubricants";"100";"25 – 375";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
