sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Guanidine nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Silicon Cast Iron (14Si)";"guanidine nitrate";"amines";"5 – 15";"52 – 237";"<2";"216,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"guanidine nitrate";"amines";"100";"52 – 237";"<2";"216,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silver";"guanidine nitrate";"amines";"5 – 15";"25 – 75";"20 – 50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Silver";"guanidine nitrate";"amines";"100";"25 – 75";"20 – 50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Steels, Carbon/ Low Alloy";"guanidine nitrate";"amines";"5 – 15";"25 – 75";"<2";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Steels, Carbon/ Low Alloy";"guanidine nitrate";"amines";"100";"25 – 75";"<2";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Tantalum";"guanidine nitrate";"amines";"5 – 15";"25 – 225";"<2";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Tantalum";"guanidine nitrate";"amines";"100";"25 – 225";"<2";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Titanium, Unalloyed";"guanidine nitrate";"amines";"5 – 15";"25 – 75";">50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Titanium, Unalloyed";"guanidine nitrate";"amines";"100";"25 – 75";">50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Zirconium";"guanidine nitrate";"amines";"5 – 15";"25 – 75";"20 – 50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Zirconium";"guanidine nitrate";"amines";"100";"25 – 75";"20 – 50";"216,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
