sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Acetic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"101";"Phenolic Resins, Asbestos-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"102";"Phenolic Resins, Non-asbestos";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"70";"126";"";"181 days";"3";"";"";"";"";"";"";"";"";"";""
"103";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"acetic acid";"ethanoic acid";"liquid; glacial";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; slight weight/volume change";"100";"120";"";"90 days";"3";"";"";"";"";"";"";"";"";"";""
"104";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended; weight gain ";"10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"105";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 60";"70 – 150";"";"glacial also";"1";"";"";"";"";"";"";"";"";"";""
"106";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"80";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"107";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"80";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"108";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"85";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"109";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"100";"70 – 100";"";"no water";"1";"";"";"";"";"";"";"";"";"";""
"110";"Polychloroprene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"100 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"111";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; recommended also with 20% HCl to 32°C (90°F)";"10";"60 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"112";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 20";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"113";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; vapor not recommended";"10 – 50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"114";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"20";"175 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"115";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"50";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"116";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"70";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"117";"Polyesters, Glass Fiber-Reinforced";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"100";"70 – 100";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";""
"118";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; may stress crack; recommended in vapor 21-50°C (70-122°F); high density polyethylene";"10";"70 – 150";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"119";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"20 – 70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"120";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"20 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"121";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";">80";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"122";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";">80";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"123";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"124";"Polyethylene (PE)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended; discolored, ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"125";"Polymethyl Methacrylate (PMMA)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10";"70 – 150";"<1";"glacial also";"1";"";"";"";"";"";"";"";"";"";""
"126";"Polymethyl Methacrylate (PMMA)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended; may dissolve";"100";"70 – 150";"";"anhydrous also";"1";"";"";"";"";"";"";"";"";"";""
"127";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"20";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"128";"Polypropylene (PP)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; discolored";"10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"129";"Polypropylene (PP)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"40 – 50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"130";"Polypropylene (PP)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"50";"60 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
