sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Barium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"<5";"0 – 212";"<2";"18,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"5 – 10";"25 – 225";"<2";"18,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-6Mo (254SMO/ 6XN)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"<5";"0 – 212";"<2";"18,163";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"<5";"0 – 212";"<2";"18,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"5 – 10";"25 – 225";"<2";"18,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"<5";"0 – 212";"<2";"18,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"5 – 10";"25 – 225";"<2";"18,163,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"5 – 10";"25 – 75";">50";"18,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"2";"0 – 212";"<2";"18,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"barium hydroxide";"caustic baryta";"17194-00-2";"BaH2O2";"hydroxides";"5 – 10";"25 – 225";"<20";"18,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
