sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Cyclohexanol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Brass (>15Zn)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cast Iron, Gray/ Ductile";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Copper/ Bronze/ Low Brass";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper-Nickel";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cr Stainless Steel (12Cr)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (17Cr)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Gold/ Platinum";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel Cast Iron (15-35Ni)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel-Copper (400)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Ni-Cr-Fe Alloy (600/ 690)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Mo Alloy (Ni-30Mo; B-2)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silicon Cast Iron (14Si)";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 237";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Silver";"cyclohexanol";"cyclohexyl alcohol";"108-93-0";"C6H12O";"alcohols";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
