sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Acetic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"151";"Polyvinylidene Fluoride (PVDF)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"212 – 250";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"152";"Rubber, Butyl (BR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended; weight gain >12 months";"10";"150 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"153";"Rubber, Butyl (BR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"154";"Rubber, Butyl (BR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"80";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"155";"Rubber, Butyl (BR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"80";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"156";"Rubber, Butyl (BR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"85";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"157";"Rubber, Butyl (BR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"";"crude, 95% also";"1";"";"";"";"";"";"";"";"";"";""
"158";"Rubber, Natural (NR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; crude, 95% also recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"159";"Rubber, Natural (NR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"80";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"160";"Rubber, Natural (NR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"80 – 90";"100 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"161";"Rubber, Natural (NR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"100";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"162";"Rubber, Natural (NR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"100 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"163";"Rubber, Natural (NR)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended; disintegrated";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"164";"Styrene Acrylonitrile Copolymer (SAN)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; crude 95% recommended to 40°C (104°F)";"20";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"165";"Styrene Acrylonitrile Copolymer (SAN)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"50";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"166";"Styrene Acrylonitrile Copolymer (SAN)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"50";"80 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"167";"Styrene Acrylonitrile Copolymer (SAN)";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"168";"Vinyl Ester Resins";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 25";"210";"";"";"7";"";"";"";"";"";"";"";"";"";""
"169";"Vinyl Ester Resins";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"50";"180";"";"";"7";"";"";"";"";"";"";"";"";"";""
"170";"Vinyl Ester Resins";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"75";"150";"";"";"7";"";"";"";"";"";"";"";"";"";""
"171";"Vinyl-Modified Polybutadiene";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"100";"70 – 80";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"172";"Wood";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 70";"60 – 70";">12";"vinegar products; 8-30 years; tanks";"1";"";"";"";"";"";"";"";"";"";""
"173";"Wood";"";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"60 – 70";"";"glacial also";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
