sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Amyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"hazardous!";"100";"25 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"possible hazard";"100";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Brass (>15Zn)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"225 – 275";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper-Nickel";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel (200)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Nickel (200)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"125 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel Cast Iron (15-35Ni)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel-Copper (400)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Ni-Cr-Fe Alloy (600/ 690)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Mo Alloy (Ni-30Mo; B-2)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Silicon Cast Iron (14Si)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"52 – 145";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silicon Cast Iron (14Si)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"145 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silver";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Steels, Carbon/ Low Alloy";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Superferritic Stainless Steel (26-1)";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Tantalum";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Titanium, Unalloyed";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Zirconium";"amyl alcohol";"1-pentanol";"71-41-0";"C5H12O";"alcohols";"";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
