sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Aluminum Alloy (3003/ 5154)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 45";"25 – 75";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Aluminum Alloy (3003/ 5154)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 45";"75 – 125";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Aluminum Alloy (3003/ 5154)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 45";"125 – 175";"20 – 50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Aluminum Alloy (3003/ 5154)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 45";"175 – 225";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Aluminum Alloy (3003/ 5154)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"100";"25 – 75";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium chloride";"7647-14-5";"ClNa";"salts";"pitting; stress corrosion cracking";"5 – 35";"25 – 225";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"35 – 45";"125 – 175";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"85 – 95";"25 – 75";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"100";"25 – 125";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium chloride";"7647-14-5";"ClNa";"salts";"pitting; stress corrosion cracking";"5 – 35";"25 – 75";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 35";"75 – 225";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 35";"225 – 275";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"35 – 45";"125 – 175";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"85 – 95";"25 – 75";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"100";"25 – 75";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Brass (>15Zn)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 35";"25 – 175";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Brass (>15Zn)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 45";"175 – 225";"20 – 50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cast Iron, Gray/ Ductile";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 15";"75 – 125";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cast Iron, Gray/ Ductile";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 15";"175 – 225";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cast Iron, Gray/ Ductile";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 35";"25 – 75";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cast Iron, Gray/ Ductile";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"75 – 125";"20 – 50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Cast Iron, Gray/ Ductile";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"35 – 45";"175 – 225";">50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Copper/ Bronze/ Low Brass";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 35";"25 – 175";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Copper/ Bronze/ Low Brass";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 45";"175 – 225";"20 – 50";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Copper-Nickel";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 35";"25 – 225";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Cr Stainless Steel (12Cr)";"sodium chloride";"7647-14-5";"ClNa";"salts";"pitting";"5 – 15";"25 – 225";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Cr Stainless Steel (17Cr)";"sodium chloride";"7647-14-5";"ClNa";"salts";"pitting";"5 – 15";"25 – 225";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Gold/ Platinum";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 35";"25 – 225";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Gold/ Platinum";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"100";"25 – 225";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Lead";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"5 – 35";"25 – 225";"<20";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"125 – 175";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"325 – 375";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"35 – 45";"25 – 225";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"125 – 175";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"325 – 375";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"35 – 45";"25 – 225";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"125 – 175";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"325 – 375";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"35 – 45";"25 – 225";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sodium chloride";"7647-14-5";"ClNa";"salts";"";"15 – 25";"125 – 175";"<2";"85,114,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
