sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"10 – 86";"70 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended; tension modulus loss 35%, >12 months";"86";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"2";"questionable";"86";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"10 – 50";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"2";"questionable";"60 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";">60";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"3";"not recommended; not recommended, >12 months, weight gain";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Carbon-Graphite Composites";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Carbon-Graphite Composites";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"100";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Cellulose Acetate";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"3";"not recommended; softened, swollen, weight gain";"50";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Cellulose Acetate";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"3";"not recommended; softened, swollen, weight gain";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Cellulose Acetate Butyrate";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"3";"not recommended; softened; weight gain";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"<90";"150";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"14";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"<90";"150";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"15";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"90";"75";"";"";"16";"";"";"";"";"";"";"";"";"";""
"16";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"90";"75";"";"";"16";"";"";"";"";"";"";"";"";"";""
"17";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"ethyl alcohol";"ethanol";"";"64-17-5";"C2H6O";"alcohols";"1";"recommended";"<90";"150";"";"";"16";"";"";"";"";"";"";"";"";"";""
