sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sulfur dioxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"3";"not recommended";"10";"60 – 150";"";"120 psi";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"3";"not recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"sulfur dioxide";"liquid";"7446-09-05";"O2S";"gases";"2";"questionable";"100";"-97.6 – 14";"";"liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acetal Resins (Polyoxymethylene)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"2";"questionable";"100";"70 – 175";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"1";"recommended";"10";"60 – 70";"";"~120 psia";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"1";"recommended";"50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfur dioxide";"liquid";"7446-09-05";"O2S";"gases";"3";"not recommended";"100";"-97.6 – 14";"";"liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"1";"recommended";"100";"32 – 70";"";"also liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"2";"questionable";"100";"70 – 150";"";"also liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sulfur dioxide";"";"7446-09-05";"O2S";"gases";"2";"questionable";"100";"150 – 175";"";"no water, wet";"1";"";"";"";"";"";"";"";"";"";"";""
