sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethyl mercaptan";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Brass (>15Zn)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Cast Iron, Gray/ Ductile";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Cast Iron, Gray/ Ductile";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Copper/ Bronze/ Low Brass";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cr Stainless Steel (12Cr)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cr Stainless Steel (17Cr)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Gold/ Platinum";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Lead";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Nickel (200)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Nickel (200)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel Cast Iron (15-35Ni)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Silicon Cast Iron (14Si)";"ethyl mercaptan";"ethanethiol";"1975-08-01";"C2H6S";"thiols";"100";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
