sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Amylphenol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"amylphenol";"phenols";"100";"225 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"amylphenol";"phenols";"100";"225 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"amylphenol";"phenols";"100";"225 – 425";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Nickel (200)";"amylphenol";"phenols";"100";"225 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Ni-Cr-Fe Alloy (600/ 690)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Ni-Mo Alloy (Ni-30Mo; B-2)";"amylphenol";"phenols";"100";"225 – 475";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Silicon Cast Iron (14Si)";"amylphenol";"phenols";"100";"212 – 439";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
