sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Heptane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorinated Polyvinyl Chloride (CPVC)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 150";"";"";"1, 12";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Chlorosulfonated Polyethylene";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Resin, Glass Fiber- Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 100";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Resin, Glass Fiber- Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"2";"questionable";"100";"100 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"16";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Fluororubber";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Nylon";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Phenolic Resins, Asbestos-Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended; liquid; slight weight/volume change";"100";"160";"";"200 days";"3";"";"";"";"";"";"";"";"";"";"";""
"24";"Polychloroprene";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyesters, Glass Fiber-Reinforced";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyethylene (PE)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"2";"questionable; may stress crack; plasticizer";"100";"60 – 70";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyethylene (PE)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"29";"Polypropylene (PP)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended; discolored; swollen; weight gain";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended";"100";"80 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinyl Chloride (PVC)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinyl Chloride (PVC)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended";"100";"80 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinyl Chloride (PVC)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended; discolored, softened";"100";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyvinylidene Fluoride (PVDF)";"Kynar";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Butyl (BR)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Rubber, Natural (NR)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Styrene Acrylonitrile Copolymer (SAN)";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Vinyl Ester Resins";"";"heptane";"";"142-82-5";"C7H16";"hydrocarbons";"1";"recommended";"100";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
