sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Carbon monoxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel (200)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 225";">50";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel (200)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel Cast Iron (15-35Ni)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Nickel-Copper (400)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Ni-Cr-Fe Alloy (600/ 690)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Ni-Mo Alloy (Ni-30Mo; B-2)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"275 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Silicon Cast Iron (14Si)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";">752";"<2";"29,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Silver";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Steels, Carbon/ Low Alloy";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Superferritic Stainless Steel (26-1)";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Tantalum";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Titanium, Unalloyed";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Zirconium";"carbon monoxide";"carbon oxide";"630-08-0";"CO";"gases";"100";"25 – 500";"<2";"29,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
