sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Diethyl ether";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel Cast Iron (15-35Ni)";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<2";"44,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel-Copper (400)";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<2";"44,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Ni-Cr-Fe Alloy (600/ 690)";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<2";"44,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Ni-Mo Alloy (Ni-30Mo; B-2)";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<2";"44,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Silicon Cast Iron (14Si)";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"52 – 237";"<2";"44,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Silver";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<20";"44,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Steels, Carbon/ Low Alloy";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 125";"<2";"44,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Steels, Carbon/ Low Alloy";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"125 – 225";"<20";"44,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Tantalum";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<2";"44,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Titanium, Unalloyed";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"0 – 225";"<2";"44,173,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Zirconium";"diethyl ether";"ethyl ether";"60-29-7";"C4H10O";"ethers";"100";"25 – 225";"<2";"44,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
