sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aminoacetic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Chlorosulfonated Polyethylene";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"2";"questionable";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Fluororubber";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Polychloroprene";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Polyethylene (PE)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"100";"70 – 150";"1, 21";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Rubber, Butyl (BR)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Rubber, Natural (NR)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"3";"not recommended";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Styrene Acrylonitrile Copolymer (SAN)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"2";"questionable";"10";"70 – 100";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Styrene Acrylonitrile Copolymer (SAN)";"aminoacetic acid";"glycine";"crystal, powders, solids";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"100";"70 – 125";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
