sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Lead acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel (200)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel (200)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Nickel-Copper (400)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Nickel-Copper (400)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Ni-Cr-Fe Alloy (600/ 690)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Ni-Cr-Fe Alloy (600/ 690)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Ni-Mo Alloy (Ni-30Mo; B-2)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Silicon Cast Iron (14Si)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"52 – 102";"<20";"208,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Silicon Cast Iron (14Si)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"52 – 237";"<20";"208,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Silver";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Silver";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Steels, Carbon/ Low Alloy";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"15 – 25";"25 – 75";">50";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Steels, Carbon/ Low Alloy";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"35 – 40";"25 – 75";">50";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Steels, Carbon/ Low Alloy";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 75";"<20";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Steels, Carbon/ Low Alloy";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"175 – 225";">50";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Superferritic Stainless Steel (26-1)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Titanium, Unalloyed";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 75";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
