sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Lead acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-6Mo (254SMO/ 6XN)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"<40";"230";"<2";"182,208,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-6Mo (254SMO/ 6XN)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"230";"<2";"182,208,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 25";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 25";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Aluminum Alloy (3003/ 5154)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"25 – 35";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"1 – 40";"0 – 194";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"1 – 40";"0 – 194";"<2";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Brass (>15Zn)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"175 – 225";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cast Iron, Gray/ Ductile";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 25";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"175 – 225";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 75";"20 – 50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"175 – 225";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper/ Bronze/ Low Brass";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"175 – 225";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (12Cr)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 15";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (12Cr)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (17Cr)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 25";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Cr Stainless Steel (17Cr)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Duplex Stainless Steel (25-6-3)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"<40";"230";"<2";"182,208,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Duplex Stainless Steel (25-6-3)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"230";"<2";"182,208,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Gold/ Platinum";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"5 – 40";"25 – 225";"<2";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Gold/ Platinum";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<2";"208,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Lead";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"stress corrosion cracking";"5 – 25";"25 – 75";">50";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"lead acetate";"lead diacetate";"301-04-2";"C4H6O4Pb";"salts";"";"100";"25 – 225";"<20";"208,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
