sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aluminum nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel-Copper (400)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Ni-Cr-Fe Alloy (600/ 690)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Ni-Mo Alloy (Ni-30Mo; B-2)";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Silicon Cast Iron (14Si)";"aluminum nitrate";"salts";"5 – 15";"52 – 237";"<20";"215,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silver";"aluminum nitrate";"salts";"5 – 15";"25 – 75";"<20";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Steels, Carbon/ Low Alloy";"aluminum nitrate";"salts";"5 – 15";"25 – 75";">50";"215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Titanium, Unalloyed";"aluminum nitrate";"salts";"5 – 15";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
