sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Caproaldehyde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 500";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 475";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 500";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 500";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper-Nickel";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 500";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 500";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Gold/ Platinum";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Lead";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"caproaldehyde";"hexanal";"66-25-1";"C6H12O";"aldehydes";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
