sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Phenol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Polypropylene (PP)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"158 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"52";"Polyvinyl Chloride (PVC)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"53";"Polyvinyl Chloride (PVC)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; weight gain ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"10";"75";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"55";"Polyvinylidene Chloride (PVDC)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"90";"75";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"56";"Polyvinylidene Chloride (PVDC)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"57";"Polyvinylidene Fluoride (PVDF)";"Kynar";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"10";"70 – 175";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"58";"Polyvinylidene Fluoride (PVDF)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"70 – 125";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"59";"Polyvinylidene Fluoride (PVDF)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"2";"questionable";"100";"125 – 150";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"60";"Polyvinylidene Fluoride (PVDF)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"150 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"61";"Rubber, Butyl (BR)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; 1% recommended";"10 – 90";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"62";"Rubber, Natural (NR)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; recommended for 1% at 20°C (68°F)";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"63";"Rubber, Natural (NR)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; swollen ";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"64";"Rubber, Natural (NR)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; swollen ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"65";"Vinyl Ester Resins";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"88";"70";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"66";"Wood";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"10 – 90";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
