sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Lead acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Chlorosulfonated Polyethylene";"";"lead acetate";"lead diacetate";"saturated";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended; over 3 years";">10";"75 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Resin, Glass Fiber- Reinforced";"";"lead acetate";"lead diacetate";"saturated";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"16";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"17";"Fluororubber";"";"lead acetate";"lead diacetate";"saturated";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Nylon";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Phenolic Resins, Asbestos-Reinforced";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polychloroprene";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"10";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polychloroprene";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"125 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polyesters, Glass Fiber-Reinforced";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";">10";"50 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polyethylene (PE)";"";"lead acetate";"lead diacetate";"saturated";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"40";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"27";"Polyethylene (PE)";"";"lead acetate";"lead diacetate";"saturated";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"50";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"28";"Polymethyl Methacrylate (PMMA)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"lead acetate";"lead diacetate";"saturated";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Polypropylene (PP)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinyl Chloride (PVC)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinylidene Fluoride (PVDF)";"Kynar";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"34";"Rubber, Butyl (BR)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Natural (NR)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Rubber, Natural (NR)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"40";"100 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Natural (NR)";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"3";"not recommended";">60";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Vinyl Ester Resins";"";"lead acetate";"lead diacetate";"";"301-04-2";"C4H6O4Pb";"salts";"1";"recommended";"any";"50 – 230";"";"";"7";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
