sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylene dibromide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"68";"<2";"173,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"70 – 225";"<20";"173,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-6Mo (254SMO/ 6XN)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"68";"<2";"173,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"68";"<2";"173,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"70 – 225";"<20";"173,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"68";"<2";"173,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"70 – 225";"<20";"173,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"hazardous!";"100";"25 – 125";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Aluminum Alloy (3003/ 5154)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"possible hazard";"100";"125 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"175 – 225";"20 – 50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Brass (>15Zn)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Brass (>15Zn)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Brass (>15Zn)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"275 – 325";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 75";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 175";"<20";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper-Nickel";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 175";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Copper-Nickel";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"175 – 225";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (12Cr)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 75";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (17Cr)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 75";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Duplex Stainless Steel (25-6-3)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"68";"<2";"173,210";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Gold/ Platinum";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<2";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Lead";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 75";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Lead";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"175 – 225";">50";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Nickel (200)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Nickel Cast Iron (15-35Ni)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 75";"20 – 50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Nickel Cast Iron (15-35Ni)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"125 – 175";">50";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Nickel-Copper (400)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Ni-Cr-Fe Alloy (600/ 690)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Silicon Cast Iron (14Si)";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"52 – 237";"<20";"210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Silver";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 225";"<20";"210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Steels, Carbon/ Low Alloy";"ethylene dibromide";"1,2-dibromoethane";"106-93-4";"C2H4Br2";"solvents";"";"100";"25 – 75";"<2";"210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
