sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium carbonate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 50";"75 – 200";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10";"205";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 200";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"50";"205";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"15";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";""
"16";"Fluororubber";"";"potassium carbonate";"pearl ash";"saturated";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 20";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"50";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"saturated";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Glass, Chemical";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"21";"Nylon";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"3";"not recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Polychloroprene";"";"potassium carbonate";"pearl ash";"saturated";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 20";"180 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Polyesters, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 40";"50 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Polyesters, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 40";"100 – 180";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Polyesters, Glass Fiber-Reinforced";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 50";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polyethylene (PE)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 30";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"28";"Polyethylene (PE)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"29";"Polyethylene (PE)";"";"potassium carbonate";"pearl ash";"saturated";"584-08-7";"CK2O3";"salts";"1";"recommended";"30";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"30";"Polyethylene (PE)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"31";"Polymethyl Methacrylate (PMMA)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"33";"Polypropylene (PP)";"";"potassium carbonate";"pearl ash";"saturated";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polypropylene (PP)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Polyvinyl Chloride (PVC)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Polyvinylidene Fluoride (PVDF)";"Kynar";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Butyl (BR)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Natural (NR)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Vinyl Ester Resins";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 25";"150";"";"";"7";"";"";"";"";"";"";"";"";"";""
"40";"Vinyl Ester Resins";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"50";"180";"";"";"7";"";"";"";"";"";"";"";"";"";""
"41";"Wood";"redwood";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"6";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"42";"Wood";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"3";"not recommended; oak discolors";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
