sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium carbonate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 25";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"4";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"50";"110";"";"";"16";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 25";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"6";"Chlorinated Polyvinyl Chloride (CPVC)";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"7";"Chlorosulfonated Polyethylene";"";"potassium carbonate";"pearl ash";"saturated";"584-08-7";"CK2O3";"salts";"1";"recommended";">10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Concrete";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"10 – 90";"60 – 70";"";"densified concrete; carbonized surface";"1";"";"";"";"";"";"";"";"";"";""
"9";"Epoxy Cements";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"50";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Cements";"";"potassium carbonate";"pearl ash";"";"584-08-7";"CK2O3";"salts";"1";"recommended";"50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
