sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Naphthalene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Cellulose Acetate";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended; swollen, 48 hours, 80% relative humidity, weight gain";"100";"90 – 100";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"6";"Chlorinated Polyvinyl Chloride (CPVC)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 212";"";"";"1, 2";"";"";"";"";"";"";"";"";"";"";""
"7";"Chlorosulfonated Polyethylene";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Epoxy Cements";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"50";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"9";"Epoxy Cements";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"50";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"10";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended; over 3 years";">10";"75 – 200";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Glass Fiber- Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 150";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"12";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 90";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"13";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"90 – 200";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"14";"Fluororubber";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Nylon";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Phenolic Resins, Asbestos-Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Phenolic Resins, Asbestos-Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Polychloroprene";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"2";"questionable";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polychloroprene";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyethylene (PE)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"high level plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"24";"Polymethyl Methacrylate (PMMA)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"26";"Polypropylene (PP)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polyvinyl Chloride (PVC)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinylidene Fluoride (PVDF)";"Kynar";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 200";"<6";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Fluoride (PVDF)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"2";"questionable";"100";"200 – 225";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"225 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Butyl (BR)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Natural (NR)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Styrene Acrylonitrile Copolymer (SAN)";"";"naphthalene";"vapor";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Styrene Acrylonitrile Copolymer (SAN)";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"80 – 110";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Styrene Acrylonitrile Copolymer (SAN)";"";"naphthalene";"crystal, powders, solids";"91-20-3";"C10H8";"aromatics";"3";"not recommended";"100";"110 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Vinyl Ester Resins";"";"naphthalene";"";"91-20-3";"C10H8";"aromatics";"1";"recommended";"100";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
