sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ammonium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"45";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"14";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"75";"";"";"16";"";"";"";"";"";"";"";"";"";""
"15";"Chlorinated Polyvinyl Chloride (CPVC)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"16";"Chlorosulfonated Polyethylene";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 50";"70 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Chlorosulfonated Polyethylene";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 80";"90 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Concrete";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"3";"not recommended";"10 – 30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Cements";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"27";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Cements";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"27";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";">10";"80 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"22";"Epoxy Resin, Glass Fiber- Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"20";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"23";"Epoxy Resin, Glass Fiber- Reinforced";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 200";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"24";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"25";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 150";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";""
"26";"Fluororubber";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Fluororubber";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"70";"90 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Glass, Chemical";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 80";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Nylon";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Nylon";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Nylon";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"2";"questionable";"40";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Phenolic Resins, Asbestos-Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Polychloroprene";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 50";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Polychloroprene";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 60";"80 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Polychloroprene";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"90 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Polyesters, Glass Fiber-Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"40";"100 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polyesters, Glass Fiber-Reinforced";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Polyethylene (PE)";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"40";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"42";"Polyethylene (PE)";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"70";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"43";"Polymethyl Methacrylate (PMMA)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Polymethyl Methacrylate (PMMA)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"45";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"46";"Polypropylene (PP)";"";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 30";"32 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"47";"Polypropylene (PP)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Polyvinyl Chloride (PVC)";"";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"175";"";"";"6";"";"";"";"";"";"";"";"";"";""
"50";"Polyvinylidene Fluoride (PVDF)";"Kynar";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
