sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Alkyl naphthalene sulfonates";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 30-44-5-3W (G-30)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Gold/ Platinum";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 275";"<2";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Lead";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"20 – 50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Nickel (200)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Nickel-Copper (400)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Ni-Cr-Fe Alloy (600/ 690)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Ni-Mo Alloy (Ni-30Mo; B-2)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Silicon Cast Iron (14Si)";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 237";"<20";"207,215,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Silver";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<20";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Steels, Carbon/ Low Alloy";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";">50";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Tantalum";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<2";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Zirconium";"alkyl naphthalene sulfonates";"surfactants & detergents";"100";"175 – 225";"<2";"207,215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
