sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Carbon tetrachloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"20";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended; weight gain, strength loss, steady state reached in one week exposure";"100";"32 – 175";"[";"";"1, 10, 22";"";"";"";"";"";"";"";"";"";""
"21";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"70 – 90";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";""
"22";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"90 – 150";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"23";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended; weight gain, ";"100";"150 – 175";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"24";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"2";"questionable";"100";"200 – 275";"[";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"25";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"2";"questionable";"100";"275 – 302";"";"no water, 150C (302F), fluorinated ethylene-propylene";"1, 22";"";"";"";"";"";"";"";"";"";""
"26";"Fluororubber";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; weight gain";"100";"60 – 135";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Fluororubber";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; swollen";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"70 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Glass, Chemical";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Glassed Steel";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Nylon";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Perfluoroalkoxy Resins";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended; weight gain; strength loss";"100";"32 – 150";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"34";"Perfluoroalkoxy Resins";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"2";"questionable; steady state reached in one week exposure";"100";"150 – 175";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"35";"Phenolic Resins, Asbestos-Reinforced";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Phenolic Resins, Asbestos-Reinforced";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"carbon tetrachloride";"tetrachloromethane";"liquid";"56-23-5";"CCl4";"solvents";"1";"recommended; slight weight/volume change";"100";"160";"";"90 days";"3";"";"";"";"";"";"";"";"";"";""
"38";"Polychloroprene";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; swollen, weight gain, ";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended; recommended in vapors ";">10";"50 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polyethylene (PE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended";"100";"70 – 135";"<1";"strong plasticizer; carcinogen";"1, 8";"";"";"";"";"";"";"";"";"";""
"41";"Polyethylene (PE)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; may dissolve";"100";"135 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"42";"Polymethyl Methacrylate (PMMA)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"43";"Polymethyl Methacrylate (PMMA)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; disintegrated ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"0 – 140";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"45";"Polypropylene (PP)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"2";"questionable; swollen; weight gain; strength loss";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"46";"Polypropylene (PP)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended";"100";"70 – 212";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";""
"47";"Polyvinyl Chloride (PVC)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended";"100";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Polyvinyl Chloride (PVC)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; discolored, softened";"100";"100 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Polyvinyl Chloride (PVC)";"";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"3";"not recommended; weight gain ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended";"100";"75";"";"";"6";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
