sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Benzyl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"12";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Nylon";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"3";"not recommended";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Nylon";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"3";"not recommended; weight gain";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Perfluoroalkoxy Resins";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"32 – 100";"<1";"";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"17";"Perfluoroalkoxy Resins";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"100 – 175";"";"steady state";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"18";"Perfluoroalkoxy Resins";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended; weight gain, strength loss";"100";"200 – 375";"";"";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"19";"Perfluoroalkoxy Resins";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"375 – 401";"";"boiling point, 205°C (401°F)";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"20";"Phenolic Resins, Asbestos-Reinforced";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Phenolic Resins, Asbestos-Reinforced";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"3";"not recommended";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polychloroprene";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable; swollen";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyesters, Glass Fiber-Reinforced";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";">10";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable";"100";"70 – 125";"<1";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"26";"Polypropylene (PP)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable; weight gain ";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinyl Chloride (PVC)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinylidene Fluoride (PVDF)";"Kynar";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"70 – 240";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable";"100";"240 – 250";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Butyl (BR)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable";"100";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Natural (NR)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"2";"questionable; disintegrated ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Vinyl Ester Resins";"";"benzyl alcohol";"phenylmethanol";"100-51-6";"C7H8O";"alcohols";"1";"recommended";">10";"70 – 100";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
