sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Quinine sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Brass (>15Zn)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 75";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Copper/ Bronze/ Low Brass";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"20 – 50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (17Cr)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 75";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Duplex Stainless Steel (25-6-3)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"192,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Gold/ Platinum";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Lead";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel (200)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel Cast Iron (15-35Ni)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Cr-Fe Alloy (600/ 690)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Mo Alloy (Ni-30Mo; B-2)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"52 – 237";"<20";"215,218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silver";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Steels, Carbon/ Low Alloy";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 75";">50";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Superferritic Stainless Steel (26-1)";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<20";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Tantalum";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Titanium, Unalloyed";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"1 – 70";"68";"<2";"192,215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Zirconium";"quinine sulfate";"804-63-7";"C40H50N4O8S";"amino salts";"5 – 95";"25 – 225";"<2";"215,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
