sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ethylene glycol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"3";"not recommended";"10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"50";"70 – 160";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acetal Resins (Polyoxymethylene)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended; discolored >12 months";"50";"160 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acetal Resins (Polyoxymethylene)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"20";"60 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"50";"60 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"70";"60 – 165";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Cellulose Acetate";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"2";"questionable; weight gain";"100";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Cellulose Acetate Butyrate";"";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended; di- and tri- caused weight gain in 6 mos, material softened, not recommended";"100";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"ethylene glycol";"1,2-ethanediol";"";"107-21-1";"C2H6O2";"alcohols";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
