sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium persulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"hazardous!";"5 – 15";"25 – 75";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 125";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Brass (>15Zn)";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Cast Iron, Gray/ Ductile";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Copper/ Bronze/ Low Brass";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Lead";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Nickel (200)";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Nickel-Copper (400)";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Silicon Cast Iron (14Si)";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"100";"52 – 237";"<20";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Silver";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Silver";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"25 – 35";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Steels, Carbon/ Low Alloy";"sodium persulfate";"sodium peroxydisulfate";"7775-27-1";"Na2O8S2";"oxidizing agents";"";"5 – 15";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
