sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Phenol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorosulfonated Polyethylene";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"1 – 90";"125 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Concrete";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"10";"60 – 70";"";"low concentrations";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Cements";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"1";"68";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Cements";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"1";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"16";"Epoxy Cements";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Cements";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended; over three years;  5% questionable";"10";"50 – 100";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"10";"100 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";">20";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Resin, Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"5";"150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"22";"Epoxy Resin, Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"10";"70 – 80";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"23";"Epoxy Resin, Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"90";"70 – 80";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"24";"Epoxy Resin, Glass Fiber- Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"70 – 150";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"25";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"20";"250";"<12";"";"10";"";"";"";"";"";"";"";"";"";"";""
"26";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"70 – 150";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"27";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"150 – 360";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"28";"Fluororubber";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended; swollen 79.5-100°C (175-212°F);  1% also to 27°C (81°F)";"10 – 90";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"5";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"80";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Glass, Chemical";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";">10";"70 – 212";"";"crude or pure; also in hydrocarbon solvents or acids";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Glassed Steel";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Nylon";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; may dissolve";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Phenolic Resins, Asbestos-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended; Haveg 61 not recommended >47°C (117°F), 9%; Haveg 41, 61 recommended ";"9";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Phenolic Resins, Asbestos-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"2";"questionable";"9";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Phenolic Resins, Asbestos-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"80";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Phenolic Resins, Asbestos-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Polychloroprene";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; swollen; recommended for 1% at 20°C (68°F)";"10 – 90";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"10";"50 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Polyesters, Glass Fiber-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"10";"80 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Polyesters, Glass Fiber-Reinforced";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";">20";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Polyethylene (PE)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"90";"70 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Polyethylene (PE)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Polyethylene (PE)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Polymethyl Methacrylate (PMMA)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; may dissolve";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"47";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"2";"questionable";"100";"200";"<12";"";"18";"";"";"";"";"";"";"";"";"";"";""
"48";"Polypropylene (PP)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"5";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Polypropylene (PP)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Polypropylene (PP)";"";"phenol";"hydroxybenzene";"108-95-2";"C6H6O";"phenols";"3";"not recommended; weight gain, ";"100";"70 – 158";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
