sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Hydrogen peroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Polychloroprene";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"30";"60 – 70";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"52";"Polychloroprene";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended; disintegrated ";"30";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"53";"Polychloroprene";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"2";"questionable";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Polyesters, Glass Fiber-Reinforced";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended; may catalyze >7pH";"10 – 50";"50 – 90";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"55";"Polyethylene (PE)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"30";"70 – 150";"<1";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"56";"Polyethylene (PE)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"50";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"57";"Polyethylene (PE)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"90";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"58";"Polyethylene (PE)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"2";"questionable";"90";"70 – 125";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"59";"Polyethylene (PE)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended";"90";"125 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"60";"Polymethyl Methacrylate (PMMA)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended; weight gain";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"61";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended; severely attacked at 50% concentration";"any";"0 – 250";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"62";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"3 – 10";"<73";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"63";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"2";"questionable";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"64";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"30";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"65";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"2";"questionable";"30";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"66";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended";"30";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"67";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"68";"Polypropylene (PP)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"100";"70 – 150";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"69";"Polysulfone";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";">90";"125 – 175";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"70";"Polyvinyl Chloride (PVC)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"30";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"71";"Polyvinyl Chloride (PVC)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended; weight gain ";"30";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"72";"Polyvinyl Chloride (PVC)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"50";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"73";"Polyvinyl Chloride (PVC)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended";"90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"74";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"10";"125";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"75";"Polyvinylidene Chloride (PVDC)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"30";"125";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"76";"Polyvinylidene Chloride (PVDC)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"90";"125";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"77";"Polyvinylidene Fluoride (PVDF)";"Kynar";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"30";"70 – 200";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"78";"Polyvinylidene Fluoride (PVDF)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"2";"questionable";"30";"200 – 225";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"79";"Polyvinylidene Fluoride (PVDF)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"3";"not recommended";"30";"225 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"80";"Polyvinylidene Fluoride (PVDF)";"";"hydrogen peroxide";"";"7722-84-1";"H2O2";"oxidizing agents";"1";"recommended";"90";"60 – 70";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
