sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Tetraphosphoric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 75";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"tetraphosphoric acid";"inorganic acids";">5";"25 – 75";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 75";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tetraphosphoric acid";"inorganic acids";"100";"175 – 225";"20 – 50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"tetraphosphoric acid";"inorganic acids";"100";"225 – 275";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 75";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Brass (>15Zn)";"tetraphosphoric acid";"inorganic acids";"5 – 35";"25 – 75";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Brass (>15Zn)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 125";"20 – 50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"tetraphosphoric acid";"inorganic acids";">5";"25 – 75";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper/ Bronze/ Low Brass";"tetraphosphoric acid";"inorganic acids";"100";"25 – 125";"20 – 50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (12Cr)";"tetraphosphoric acid";"inorganic acids";"100";"75 – 125";"<2";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"tetraphosphoric acid";"inorganic acids";"100";"225 – 275";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (12Cr)";"tetraphosphoric acid";"inorganic acids";"100";"325 – 375";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"tetraphosphoric acid";"inorganic acids";"100";"75 – 125";"<2";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (17Cr)";"tetraphosphoric acid";"inorganic acids";"100";"225 – 275";"<2";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Cr Stainless Steel (17Cr)";"tetraphosphoric acid";"inorganic acids";"100";"325 – 375";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Lead";"tetraphosphoric acid";"inorganic acids";">5";"25 – 75";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 225";"<20";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Nickel (200)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 75";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Nickel Cast Iron (15-35Ni)";"tetraphosphoric acid";"inorganic acids";"5 – 45";"25 – 75";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Nickel Cast Iron (15-35Ni)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 75";"20 – 50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel Cast Iron (15-35Ni)";"tetraphosphoric acid";"inorganic acids";"100";"175 – 225";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel-Copper (400)";"tetraphosphoric acid";"inorganic acids";"100";"25 – 75";"20 – 50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"tetraphosphoric acid";"inorganic acids";"100";"175 – 225";">50";"75,118,213,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
