sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Amyl chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Chlorinated Polyvinyl Chloride (CPVC)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"100";"70 – 212";"";"";"1, 2";"";"";"";"";"";"";"";"";"";"";""
"3";"Epoxy Resin, Glass Fiber- Reinforced";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"1";"recommended";"100";"70 – 90";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Polyesters, Glass Fiber-Reinforced";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"10";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Polyethylene (PE)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"2";"questionable";"100";"60 – 70";"";"plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"7";"Polyethylene (PE)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"8";"Polymethyl Methacrylate (PMMA)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Polypropylene (PP)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"2";"questionable";"100";"60 – 65";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Polypropylene (PP)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"2";"questionable";"100";"65 – 150";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Polyvinyl Chloride (PVC)";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Polyvinylidene Fluoride (PVDF)";"Kynar";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"13";"Vinyl Ester Resins";"";"amyl chloride";"1-chloropentane";"543-59-9";"C5H11Cl";"alkyl halides";"1";"recommended";">10";"70 – 120";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
