sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Naphthols";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"naphthols";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"naphthols";"alcohols";"100";"25 – 125";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"naphthols";"alcohols";"100";"125 – 175";"20 – 50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"naphthols";"alcohols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"naphthols";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Cast Iron, Gray/ Ductile";"naphthols";"alcohols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper/ Bronze/ Low Brass";"naphthols";"alcohols";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Copper-Nickel";"naphthols";"alcohols";"100";"25 – 225";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (12Cr)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Cr Stainless Steel (12Cr)";"naphthols";"alcohols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Cr Stainless Steel (17Cr)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (17Cr)";"naphthols";"alcohols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Gold/ Platinum";"naphthols";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Lead";"naphthols";"alcohols";"100";"25 – 75";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel Cast Iron (15-35Ni)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel Cast Iron (15-35Ni)";"naphthols";"alcohols";"100";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Nickel-Copper (400)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Cr-Fe Alloy (600/ 690)";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silicon Cast Iron (14Si)";"naphthols";"alcohols";"100";"52 – 102";"<2";"218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Silver";"naphthols";"alcohols";"100";"25 – 75";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Steels, Carbon/ Low Alloy";"naphthols";"alcohols";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
