sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Fluororubber";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"14";"Fluororubber";"adipic acid";"";"saturated";"124-04-9";"C6H10O4";"organic (weak) acids";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Fluororubber";"allyl alcohol";"2-propen-1-ol";"";"107-18-6";"C3H6O";"alcohols";"2";"questionable";"96";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Fluororubber";"allyl alcohol";"2-propen-1-ol";"";"107-18-6";"C3H6O";"alcohols";"3";"not recommended";"96";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Fluororubber";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Fluororubber";"aluminum chloride";"aluminum trichloride";"saturated";"7446-70-0";"AlCl3";"salts";"1";"recommended";"70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Fluororubber";"aluminum potassium sulfate";"potassium aluminum sulfate";"saturated";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Fluororubber";"aluminum sulfate";"alunogenite";"saturated";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Fluororubber";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Fluororubber";"ammonia";"";"saturated";"7664-41-7";"H3N";"bases";"2";"questionable";"10";"90 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Fluororubber";"ammonia";"";"";"7664-41-7";"H3N";"bases";"3";"not recommended";"10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Fluororubber";"ammonia";"";"";"7664-41-7";"H3N";"bases";"3";"not recommended";"100";"-28.5";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Fluororubber";"ammonia";"";"liquid";"7664-41-7";"H3N";"bases";"3";"not recommended";"100";"15 – 32";"";"liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Fluororubber";"ammonia";"";"liquid, pressurized";"7664-41-7";"H3N";"bases";"3";"not recommended";"100";"70 – 135";"";"liquid, ~ 120 psia";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Fluororubber";"ammonia";"";"gas";"7664-41-7";"H3N";"bases";"3";"not recommended";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Fluororubber";"ammonium acetate";"";"";"631-61-8";"C2H7NO2";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Fluororubber";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Fluororubber";"ammonium chloride";"sal ammoniac";"saturated";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Fluororubber";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"70";"90 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Fluororubber";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Fluororubber";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"3";"not recommended";"10 – 20";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Fluororubber";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"3";"not recommended; weight gain";"30";"70 – 80";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Fluororubber";"ammonium nitrate";"";"saturated";"6484-52-2";"H4N2O3";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Fluororubber";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Fluororubber";"ammonium sulfate";"";"saturated";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Fluororubber";"ammonium sulfide";"";"saturated";"12135-76-1";"H8N2S";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Fluororubber";"ammonium thiocyanate";"ammonium rhodanide";"";"1762-95-4";"CH4N2S";"salts";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Fluororubber";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Fluororubber";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Fluororubber";"aniline";"benzenamine";"saturated";"62-53-3";"C6H7N";"amines";"1";"recommended";">10";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Fluororubber";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable";">10";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Fluororubber";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable; swollen";">10";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Fluororubber";"aniline hydrochloride";"benzenamine hydrochloride";"saturated";"142-04-1";"C6H8ClN";"amino salts";"1";"recommended";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Fluororubber";"aniline hydrochloride";"benzenamine hydrochloride";"";"142-04-1";"C6H8ClN";"amino salts";"2";"questionable";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Fluororubber";"anisole";"methoxybenzene";"";"100-66-3";"C7H8O";"aromatics";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Fluororubber";"anthraquinonesulfonic acid";"";"";"";"";"surfactants & detergents";"1";"recommended";"100";"70 – 90";"";"suspension";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Fluororubber";"antimony chloride";"antimony trichloride";"";"10025-91-9";"Cl3Sb";"salts";"1";"recommended";"90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Fluororubber";"antimony chloride";"antimony trichloride";"";"10025-91-9";"Cl3Sb";"salts";"1";"recommended";"100";"70 – 150";"";"no water";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
