sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Fluororubber";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Fluororubber";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"1";"recommended";"40";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Fluororubber";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"2";"questionable";"40";"100 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Fluororubber";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Fluororubber";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10 – 60";"70 – 135";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Fluororubber";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; weight gain";"10 – 60";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Fluororubber";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"80";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Fluororubber";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"80";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Fluororubber";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"2";"questionable";"100";"60 – 70";"";"glacial also, crude-95% also, no water";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Fluororubber";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"3";"not recommended";"100";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Fluororubber";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"2";"questionable";"10";"60 – 70";"<1";"traces";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Fluororubber";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"3";"not recommended; weight gain";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Fluororubber";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"3";"not recommended";"100";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Fluororubber";"acrylonitrile";"propenenitrile";"";"107-13-1";"C3H3N";"nitriles";"2";"questionable";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
