sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Formaldehyde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"2";"questionable";"100";"80 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"2";"questionable; weight gain, ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Cellulose Acetate";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"3";"not recommended; softened; swollen; weight gain";"30";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Cellulose Acetate Butyrate";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"3";"not recommended; softened; swollen; weight gain";"30";"60 – 70";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 25";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"35 – 45";"150";"";"";"16";"";"";"";"";"";"";"";"";"";""
"12";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 25";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"13";"Chlorinated Polyvinyl Chloride (CPVC)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 150";"";"";"1, 2";"";"";"";"";"";"";"";"";"";""
"14";"Chlorosulfonated Polyethylene";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Chlorosulfonated Polyethylene";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"3";"not recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
