sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Formaldehyde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"16";"Concrete";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Cements";"";"formaldehyde";"methanal";"formalin";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"33";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Cements";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"33";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 40";"50 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Resin, Glass Fiber- Reinforced";"";"formaldehyde";"methanal";"formalin";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40 – 50";"70 – 212";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Resin, Glass Fiber- Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 120";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"22";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 30";"250 – 300";">12";"";"10";"";"";"";"";"";"";"";"";"";""
"23";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1, 22";"";"";"";"";"";"";"";"";"";""
"24";"Fluororubber";"";"formaldehyde";"methanal";"formalin";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Fluororubber";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"2";"questionable; swollen, ";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Glass, Chemical";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 90";"70 – 212";"";"also with HCN or mineral acids; heat exchangers";"1";"";"";"";"";"";"";"";"";"";""
"29";"Glass, Chemical";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"30";"Glassed Steel";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Nylon";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"32";"Phenolic Resins, Asbestos-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Phenolic Resins, Asbestos-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"3";"not recommended; disintegrated, ";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polychloroprene";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 20";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"35";"Polychloroprene";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Polyesters, Glass Fiber-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Polyesters, Glass Fiber-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"30 – 40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Polyesters, Glass Fiber-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"2";"questionable";"30 – 40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Polyesters, Glass Fiber-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended; may stress crack";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"40";"Polyesters, Glass Fiber-Reinforced";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Polyethylene (PE)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended; small weight gain, ";"40";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"42";"Polyethylene (PE)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"43";"Polymethyl Methacrylate (PMMA)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"40";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"44";"Polymethyl Methacrylate (PMMA)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"45";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"37";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"46";"Polypropylene (PP)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"30 – 50";"70 – 150";"";"also Formalin, 40%, 21-27°C (70-80°F)";"1";"";"";"";"";"";"";"";"";"";""
"47";"Polypropylene (PP)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended; discolored, softened";"40";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"48";"Polypropylene (PP)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"49";"Polypropylene (PP)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"2";"questionable";"100";"80 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";""
"50";"Polypropylene (PP)";"";"formaldehyde";"methanal";"";"50-00-0";"CH2O";"aldehydes";"2";"questionable; weight gain, ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
