sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium bromide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"10 – 50";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";"50";"70 – 225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"13";"Fluororubber";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Glass, Chemical";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Nylon";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Polychloroprene";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Polychloroprene";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";">20";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polyethylene (PE)";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";"50";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"20";"Polyethylene (PE)";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"21";"Polymethyl Methacrylate (PMMA)";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"23";"Polypropylene (PP)";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyvinyl Chloride (PVC)";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyvinylidene Fluoride (PVDF)";"Kynar";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"26";"Rubber, Butyl (BR)";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Rubber, Natural (NR)";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Rubber, Natural (NR)";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium bromide";"";"7758-02-03";"BrK";"salts";"1";"recommended";"3";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";"50";"60 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Styrene Acrylonitrile Copolymer (SAN)";"";"potassium bromide";"crystal, powders, solids";"7758-02-03";"BrK";"salts";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Wood";"";"potassium bromide";"saturated";"7758-02-03";"BrK";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
