sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlorosulfonic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended";"100";"70 – 90";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"12";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended";"100";"90 – 275";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"13";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended; discolored, ";"100";"275 – 302";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"14";"Fluororubber";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Glass, Chemical";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Nylon";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Perfluoroalkoxy Resins";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 275";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"19";"Perfluoroalkoxy Resins";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended";"100";"275 – 304";"";"boiling 151°C (304°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"20";"Phenolic Resins, Asbestos-Reinforced";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Phenolic Resins, Asbestos-Reinforced";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polychloroprene";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated";"100";"70 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Polymethyl Methacrylate (PMMA)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"any";"0 – 250";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated";"100";"60 – 212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyvinyl Chloride (PVC)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"1";"recommended; weight gain ";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinyl Chloride (PVC)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"Kynar";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"2";"questionable";"100";"60 – 70";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"31";"Polyvinylidene Fluoride (PVDF)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Butyl (BR)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated";"100";"60 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended; disintegrated ";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Vinyl Ester Resins";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"70 – 80";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"35";"Wood";"";"chlorosulfonic acid";"chlorosulfuric acid";"7790-94-5";"ClHO3S";"inorganic acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
