sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Magnesium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"24";"Glass, Chemical";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"10 – 70";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"25";"Nylon";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"26";"Nylon";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"27";"Polychloroprene";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"28";"Polyesters, Glass Fiber-Reinforced";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"29";"Polyethylene (PE)";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"30";"Polymethyl Methacrylate (PMMA)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"31";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"32";"Polypropylene (PP)";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"10 – 70";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"33";"Polypropylene (PP)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"34";"Polyvinylidene Fluoride (PVDF)";"Kynar";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"35";"Rubber, Butyl (BR)";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"100 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"36";"Rubber, Natural (NR)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"37";"Rubber, Natural (NR)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Natural (NR)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"3";"not recommended";"70";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"39";"Vinyl Ester Resins";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 250";"";"";"7";"";"";"";"";"";"";"";"";"";""
"40";"Wood";"";"magnesium chloride";"magnogene";"with calcium chloride";"7786-30-3";"Cl2Mg";"salts";"3";"not recommended; swollen";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"41";"Wood";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"60 – 70";"";"no water";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
