sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Magnesium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"2";"questionable";">10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"3";"not recommended";">10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Bisphenol A Fumarate Unsaturated Polyester";"fiberglass reinforced polyester (FRP)";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"75 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Cellulose Acetate";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"3";"not recommended; weight gain";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"<50";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"9";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"10";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"<50";"200";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"250";"";"";"16";"";"";"";"";"";"";"";"";"";""
"12";"Chlorinated Polyvinyl Chloride (CPVC)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";""
"13";"Chlorosulfonated Polyethylene";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Concrete";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"3";"not recommended";"10 – 90";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Epoxy Cements";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"35";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"16";"Epoxy Cements";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"35";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended; over 3 years";">10";"50 – 266";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Glass Fiber- Reinforced";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Resin, Glass Fiber- Reinforced";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";""
"20";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"21";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";"100";"70 – 150";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";""
"22";"Fluororubber";"";"magnesium chloride";"magnogene";"saturated";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"magnesium chloride";"magnogene";"";"7786-30-3";"Cl2Mg";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
