sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10";"70 – 85";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"2";"questionable";"10 – 40";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acetal Resins (Polyoxymethylene)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"3";"not recommended";"10 – 40";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acetal Resins (Polyoxymethylene)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"3";"not recommended; discolored";"40";"175 – 190";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium chloride";"saturated";"7647-14-5";"ClNa";"salts";"1";"recommended";"40";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Carbon-Graphite Composites";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Cellulose Acetate";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10";"60 – 70";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Cellulose Acetate";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"30";"60 – 70";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Cellulose Acetate";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"30";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Cellulose Acetate Butyrate";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended; >12 months";"2.5";"60 – 70";"";"no carbon dioxide";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Cellulose Acetate Butyrate";"";"sodium chloride";"saturated";"7647-14-5";"ClNa";"salts";"1";"recommended; ";"40";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Cellulose Acetate Butyrate";"";"sodium chloride";"saturated";"7647-14-5";"ClNa";"salts";"1";"recommended; ";"40";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"18";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium chloride";"vapors";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"135";"";"vapors, wet";"16";"";"";"";"";"";"";"";"";"";"";""
"19";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"165";"";"saturated, pH 3.5";"16";"";"";"";"";"";"";"";"";"";"";""
"20";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended; mercury grade and vapor and condensate also recommended";"100";"180";"";"saturated";"16";"";"";"";"";"";"";"";"";"";"";""
"21";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"any";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
