sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium chloride";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"22";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium chloride";"vapors";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"135";"";"vapors, wet";"16";"";"";"";"";"";"";"";"";"";"";""
"23";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium chloride";"saturated";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"165";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"24";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"185";"";"saturated vapor and condensate, pH 10.5 saturated with chlorine not recommended";"16";"";"";"";"";"";"";"";"";"";"";""
"25";"Chlorinated Polyvinyl Chloride (CPVC)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 20";"";"";"";"";"";"";"";"";"";"";""
"26";"Chlorosulfonated Polyethylene";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Chlorosulfonated Polyethylene";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"20 – 40";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Concrete";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Epoxy Cements";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"25";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";"";""
"30";"Epoxy Cements";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"25";"140";"";"";"5";"";"";"";"";"";"";"";"";"";"";""
"31";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended; over 3 years";">10";"50 – 275";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Epoxy Resin, Glass Fiber- Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"33";"Epoxy Resin, Glass Fiber- Reinforced";"";"sodium chloride";"saturated";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"70 – 250";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"34";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"any";"250 – 400";">12";"";"10";"";"";"";"";"";"";"";"";"";"";""
"35";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Fluororubber";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Fluororubber";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";">90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"70 – 85";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 40";"85 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Glass, Chemical";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10 – 30";"70 – 212";"";"also with 2% hydrochloric acid";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Glassed Steel";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended; questionable ";">10";"50 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Nylon";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Nylon";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"3";"not recommended; weight gain, ";"20";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Nylon";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"3";"not recommended; weight gain, ";"20";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Nylon";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";">30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Polychloroprene";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"10";"70 – 150";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Polychloroprene";"";"sodium chloride";"saturated";"7647-14-5";"ClNa";"salts";"1";"recommended";"40";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Polyesters, Glass Fiber-Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";">10";"50 – 200";"<12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Polyesters, Glass Fiber-Reinforced";"";"sodium chloride";"";"7647-14-5";"ClNa";"salts";"1";"recommended";"100";"50 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
