sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Furfuryl alcohol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"5 – 95";"75 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";">5";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Aluminum Alloy (3003/ 5154)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Brass (>15Zn)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Cast Iron, Gray/ Ductile";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Copper/ Bronze/ Low Brass";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Copper-Nickel";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (12Cr)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cr Stainless Steel (17Cr)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Gold/ Platinum";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Lead";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel (200)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Nickel Cast Iron (15-35Ni)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Nickel-Copper (400)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Ni-Cr-Fe Alloy (600/ 690)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Ni-Mo Alloy (Ni-30Mo; B-2)";"furfuryl alcohol";"2-furanmethanol";"98-00-0";"C5H6O2";"alcohols";"100";"25 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
