sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Phenol sulfonic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"phenol sulfonic acid";"surfactants & detergents";"15 – 25";"25 – 75";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Aluminum Alloy (3003/ 5154)";"phenol sulfonic acid";"surfactants & detergents";"15 – 25";"75 – 125";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Aluminum Alloy (3003/ 5154)";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 75";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"phenol sulfonic acid";"surfactants & detergents";"100";"75 – 125";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"25 – 75";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"125 – 225";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 325";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"25 – 75";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"125 – 225";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 325";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cast Iron, Gray/ Ductile";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 75";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Lead";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 175";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Nickel (200)";"phenol sulfonic acid";"surfactants & detergents";"5 – 15";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Nickel (200)";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 325";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel-Copper (400)";"phenol sulfonic acid";"surfactants & detergents";"5 – 15";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Cr-Fe Alloy (600/ 690)";"phenol sulfonic acid";"surfactants & detergents";"5 – 15";"25 – 225";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Ni-Mo Alloy (Ni-30Mo; B-2)";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"25 – 275";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Ni-Mo Alloy (Ni-30Mo; B-2)";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 225";"<2";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Silicon Cast Iron (14Si)";"phenol sulfonic acid";"surfactants & detergents";"5 – 15";"52 – 237";"<2";"207,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Silicon Cast Iron (14Si)";"phenol sulfonic acid";"surfactants & detergents";"75 – 85";"187 – 237";"<20";"207,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Silicon Cast Iron (14Si)";"phenol sulfonic acid";"surfactants & detergents";"100";"52 – 237";"<20";"207,215,218";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Steels, Carbon/ Low Alloy";"phenol sulfonic acid";"surfactants & detergents";"25 – 35";"175 – 225";">50";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Steels, Carbon/ Low Alloy";"phenol sulfonic acid";"surfactants & detergents";"100";"25 – 75";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Titanium, Unalloyed";"phenol sulfonic acid";"surfactants & detergents";"5 – 15";"25 – 75";"<20";"207,215,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
