sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nickel sulfate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 80";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"2";"questionable";"10 – 80";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"3";"not recommended";"10 – 80";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"80";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"2";"questionable";"80";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Carbon-Graphite Composites";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 90";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"180";"<6";"52 oz/gal";"16";"";"";"";"";"";"";"";"";"";"";""
"10";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"250";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"11";"Chlorinated Polyvinyl Chloride (CPVC)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 212";"";"";"1, 12";"";"";"";"";"";"";"";"";"";"";""
"12";"Chlorosulfonated Polyethylene";"";"nickel sulfate";"saturated";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 80";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended; over 3 years";">10";"75 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Epoxy Resin, Glass Fiber- Reinforced";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"30";"225";"";"";"1, 19";"";"";"";"";"";"";"";"";"";"";""
"15";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 150";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Fluororubber";"";"nickel sulfate";"saturated";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 80";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Nylon";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Polychloroprene";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 80";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Polychloroprene";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"2";"questionable";"10 – 80";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polyesters, Glass Fiber-Reinforced";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 20";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyethylene (PE)";"";"nickel sulfate";"saturated";"7786-81-4";"NiO4S";"salts";"1";"recommended";"30";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"";"nickel sulfate";"saturated";"7786-81-4";"NiO4S";"salts";"1";"recommended";"90";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"25";"Polymethyl Methacrylate (PMMA)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"27";"Polypropylene (PP)";"";"nickel sulfate";"saturated";"7786-81-4";"NiO4S";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polypropylene (PP)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Polyvinyl Chloride (PVC)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polyvinylidene Fluoride (PVDF)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"31";"Rubber, Butyl (BR)";"";"nickel sulfate";"saturated";"7786-81-4";"NiO4S";"salts";"1";"recommended";"10 – 80";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Rubber, Natural (NR)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Rubber, Natural (NR)";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Vinyl Ester Resins";"";"nickel sulfate";"";"7786-81-4";"NiO4S";"salts";"1";"recommended";"100";"70 – 210";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
