sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Methylamine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"3";"not recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Chlorosulfonated Polyethylene";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"32";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Concrete";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"10 – 90";"60 – 70";"";"pretreated with fluosilicates";"1";"";"";"";"";"";"";"";"";"";""
"5";"Epoxy Cements";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"40";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"6";"Epoxy Cements";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"40";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"7";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"3";"not recommended";"any";"0 – 200";"<6";"";"10";"";"";"";"";"";"";"";"";"";""
"8";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"3";"not recommended";"any";"200 – 400";"";"loss in mechanical properties";"10";"";"";"";"";"";"";"";"";"";""
"9";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"Teflon FEP";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"3";"not recommended";"any";"0 – 400";"<1";"";"10";"";"";"";"";"";"";"";"";"";""
"10";"Fluororubber";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"11";"Glass, Chemical";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"20 – 40";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"12";"Glass, Chemical";"";"methylamine";"methanamine";"liquid";"74-89-5";"CH5N";"amines";"1";"recommended";"100";"-136 – 20.6";"";"liquid";"1";"";"";"";"";"";"";"";"";"";""
"13";"Glass, Chemical";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"14";"Polychloroprene";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"15";"Polyethylene (PE)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"10 – 40";"70 – 125";"";"low plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";""
"16";"Polyethylene (PE)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"2";"questionable";"100";"70 – 125";"";"";"1, 8";"";"";"";"";"";"";"";"";"";""
"17";"Polyvinyl Chloride (PVC)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"3";"not recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"18";"Rubber, Butyl (BR)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"19";"Rubber, Natural (NR)";"";"methylamine";"methanamine";"";"74-89-5";"CH5N";"amines";"1";"recommended";"30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
