sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sugar";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Brass (>15Zn)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cast Iron, Gray/ Ductile";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper/ Bronze/ Low Brass";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Copper/ Bronze/ Low Brass";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Copper-Nickel";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Copper-Nickel";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (12Cr)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Cr Stainless Steel (17Cr)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Lead";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 75";">50";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"sugar";"carbohydrates & sugars";"";"100";"275 – 325";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"sugar";"carbohydrates & sugars";"";"100";"275 – 325";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"sugar";"carbohydrates & sugars";"";"100";"275 – 325";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"sugar";"carbohydrates & sugars";"";"100";"275 – 325";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"sugar";"carbohydrates & sugars";"";"100";"275 – 325";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Nickel (200)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Nickel (200)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Nickel Cast Iron (15-35Ni)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Nickel Cast Iron (15-35Ni)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Nickel-Copper (400)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Nickel-Copper (400)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Ni-Cr-Fe Alloy (600/ 690)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Ni-Cr-Fe Alloy (600/ 690)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sugar";"carbohydrates & sugars";"";"5 – 15";"25 – 225";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sugar";"carbohydrates & sugars";"";"100";"25 – 75";"<2";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Ni-Mo Alloy (Ni-30Mo; B-2)";"sugar";"carbohydrates & sugars";"";"100";"275 – 325";"<20";"122,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
