sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Amyl acetate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"11";"Epoxy Resin, Glass Fiber- Reinforced";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"70 – 80";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"12";"Epoxy Resin, Glass Fiber- Reinforced";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"2";"questionable";"100";"80 – 150";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"13";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"Teflon; Hostaflon; Fluon";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"50";"200 – 350";">12";"";"10";"";"";"";"";"";"";"";"";"";"";""
"14";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"90";"200 – 350";"";"";"10";"";"";"";"";"";"";"";"";"";"";""
"15";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"70 – 90";"";"cyclic immersion; immersed";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Fluororubber";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";">10";"70 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Glass, Chemical";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"<99";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Glass, Chemical";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"80 – 99";"70 – 212";"";"also acid";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Nylon";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Polychloroprene";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended; swollen";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Polyesters, Glass Fiber-Reinforced";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Polyesters, Glass Fiber-Reinforced";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"100 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Polyethylene (PE)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"2";"questionable";"100";"60 – 70";"<1";"swollen; weight gain; plasticizer";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"25";"Polyethylene (PE)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"70 – 150";"";"";"1, 8";"";"";"";"";"";"";"";"";"";"";""
"26";"Polymethyl Methacrylate (PMMA)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended; weight gain ";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Polymethyl Methacrylate (PMMA)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended; may dissolve ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"29";"Polypropylene (PP)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"2";"questionable; weight gain";"100";"60 – 75";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Polypropylene (PP)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"2";"questionable";"100";"75 – 150";"";"intermittent exposure";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Polypropylene (PP)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Polyvinyl Chloride (PVC)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended; swollen";"100";"70 – 135";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Polyvinyl Chloride (PVC)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended; disintegrated";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"125";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"35";"Polyvinylidene Fluoride (PVDF)";"Kynar";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"70 – 125";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"36";"Polyvinylidene Fluoride (PVDF)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"2";"questionable";"100";"125 – 175";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"37";"Polyvinylidene Fluoride (PVDF)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"175 – 250";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"38";"Rubber, Butyl (BR)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Rubber, Butyl (BR)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"70 – 80";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Rubber, Butyl (BR)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"200 – 250";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Rubber, Natural (NR)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Styrene Acrylonitrile Copolymer (SAN)";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"3";"not recommended";"100";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Vinyl Ester Resins";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"1";"recommended";"100";"60 – 120";"";"";"7";"";"";"";"";"";"";"";"";"";"";""
"44";"Wood";"";"amyl acetate";"pentyl acetate";"628-63-7";"C7H14O2";"esters";"2";"questionable";"10";"70 – 150";"";"permeable";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
