sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Urea";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"5 – 45";"25 – 75";"<2";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"5 – 50";"75 – 225";"<20";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"25 – 35";"325 – 375";"<2";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-4Mo (904L)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"45 – 50";"25 – 225";"<20";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-4Mo (904L)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"100";"325 – 375";"<2";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"5 – 45";"25 – 75";"<2";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"5 – 50";"75 – 225";"<20";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"25 – 35";"325 – 375";"<2";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"45 – 50";"25 – 225";"<20";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 30-44-5-3W (G-30)";"urea";"carbamide";"57-13-6";"CH4N2O";"amides";"5 – 45";"25 – 75";"<2";"110,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
