sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Formaldehyde";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Aluminum Alloy (3003/ 5154)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"100";"25 – 475";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 15";"375 – 425";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 45";"125 – 225";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 95";"25 – 125";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"15 – 25";"325 – 375";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"45 – 55";"125 – 500";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"75 – 95";"125 – 175";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 15";"375 – 425";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 95";"25 – 225";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"15 – 25";"325 – 375";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"35 – 45";"225 – 500";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Brass (>15Zn)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 25";"25 – 225";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Brass (>15Zn)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"25 – 45";"25 – 225";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Brass (>15Zn)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"65 – 75";"25 – 125";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Brass (>15Zn)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"75 – 85";"125 – 175";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Brass (>15Zn)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"100";"25 – 75";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Cast Iron, Gray/ Ductile";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 35";"25 – 75";">50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Cast Iron, Gray/ Ductile";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"35 – 45";"25 – 75";"20 – 50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Cast Iron, Gray/ Ductile";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"45 – 55";"475 – 500";"20 – 50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Cast Iron, Gray/ Ductile";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"75 – 95";"125 – 175";">50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Copper/ Bronze/ Low Brass";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 25";"25 – 225";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Copper/ Bronze/ Low Brass";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"15 – 25";"25 – 275";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Copper/ Bronze/ Low Brass";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"25 – 55";"25 – 225";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Copper/ Bronze/ Low Brass";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"45 – 55";"25 – 500";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Copper/ Bronze/ Low Brass";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"65 – 75";"25 – 125";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Copper/ Bronze/ Low Brass";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"100";"25 – 75";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Copper-Nickel";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";">5";"25 – 225";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Cr Stainless Steel (12Cr)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 45";"25 – 225";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Cr Stainless Steel (12Cr)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"75 – 85";"25 – 175";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Cr Stainless Steel (12Cr)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"100";"25 – 75";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Cr Stainless Steel (17Cr)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"5 – 45";"25 – 225";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Cr Stainless Steel (17Cr)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"75 – 85";"25 – 175";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Cr Stainless Steel (17Cr)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"100";"25 – 75";"<20";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Duplex Stainless Steel (25-6-3)";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"100";"0 – 212";"<2";"53,175,209";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Gold/ Platinum";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";">5";"25 – 500";"<2";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"47";"Lead";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"15 – 25";"25 – 125";">50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"Lead";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"35 – 45";"25 – 125";">50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"Lead";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"55 – 65";"25 – 125";">50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"Lead";"formaldehyde";"methanal";"50-00-0";"CH2O";"aldehydes";"";"75 – 85";"25 – 125";">50";"53,209,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
