sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Potassium carbonate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cast Iron, Gray/ Ductile";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 175";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Cast Iron, Gray/ Ductile";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Copper/ Bronze/ Low Brass";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"20 – 50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Copper-Nickel";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cr Stainless Steel (12Cr)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Cr Stainless Steel (17Cr)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Duplex Stainless Steel (25-6-3)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"<60";"230";"<2";"190";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Gold/ Platinum";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Lead";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 55";"75 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Lead";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 75";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Lead";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"55 – 60";"75 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Nickel (200)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Nickel Cast Iron (15-35Ni)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Nickel-Copper (400)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Ni-Cr-Fe Alloy (600/ 690)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Ni-Mo Alloy (Ni-30Mo; B-2)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Silicon Cast Iron (14Si)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"52 – 237";"<2";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Silver";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Steels, Carbon/ Low Alloy";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 175";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Steels, Carbon/ Low Alloy";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"175 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Superferritic Stainless Steel (26-1)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 15";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Superferritic Stainless Steel (26-1)";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"15 – 60";"25 – 225";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Tantalum";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 15";"175 – 225";">50";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Titanium, Unalloyed";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"<60";"230";"<2";"190,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Titanium, Unalloyed";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<2";"190,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Zirconium";"potassium carbonate";"pearl ash";"584-08-7";"CK2O3";"salts";"5 – 60";"25 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
