sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetaldehyde";"ethanal";"";"75-07-0";"C2H4O";"aldehydes";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"2";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"3";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetic acid";"ethanoic acid";"glacial";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended";"100";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetic anhydride";"";"";"108-24-7";"C4H6O3";"anhydrides";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"5";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetone";"2-propanone";"";"67-64-1";"C3H6O";"ketones";"1";"recommended";"100";"70 – 125";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"6";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetyl chloride";"ethanoyl chloride";"";"75-36-5";"C2H3ClO";"acid halides";"1";"recommended";"10";"70 – 80";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acetylene";"ethyne";"";"74-86-2";"C2H2";"hydrocarbons";"1";"recommended";"10";"70 – 200";"";"25 psig";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"acrylonitrile";"propenenitrile";"";"107-13-1";"C3H3N";"nitriles";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"9";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"air";"";"";"";"";"gases";"1";"recommended";"100";"70 – 200";"";"plating room";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aluminum bromide";"aluminum tribromide";"";"7727-15-3";"AlBr3";"salts";"1";"recommended";"100";"70 – 80";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"1";"recommended";"10 – 70";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aluminum fluoride";"aluminum trifluoride";"";"7784-18-1";"AlF3";"salts";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aluminum hydroxide";"bayerite";"";"21645-51-2";"AlH3O3";"hydroxides";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonia";"";"liquid";"7664-41-7";"H3N";"bases";"1";"recommended";"100";"70 – 250";">12";"liquid";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium bromide";"";"";"12124-97-9";"BrH4N";"salts";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";"50";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"19";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";"10 – 70";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"20";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"40";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"21";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"22";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended";"30";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"1";"recommended";"100";"70 – 250";">12";"~7pH";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";"60";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium sulfide";"";"";"12135-76-1";"H8N2S";"salts";"1";"recommended";"20";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"ammonium tungstate";"";"";"";"";"";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"amyl acetate";"pentyl acetate";"";"628-63-7";"C7H14O2";"esters";"1";"recommended";">10";"70 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"amyl alcohol";"1-pentanol";"";"71-41-0";"C5H12O";"alcohols";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"10 – 90";"70 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aniline hydrochloride";"benzenamine hydrochloride";"";"142-04-1";"C6H8ClN";"amino salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"antimony chloride";"antimony trichloride";"";"10025-91-9";"Cl3Sb";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"aspirin";"acetylsalicylic acid; 2-(Acetyloxy)benzoic acid";"";"";"";"pharmaceuticals";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"barium chloride";"";"";"10361-37-2";"BaCl2";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"barium hydroxide";"caustic baryta";"";"17194-00-2";"BaH2O2";"hydroxides";"1";"recommended";"10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"barium sulfide";"";"";"21109-95-5";"BaS";"salts";"1";"recommended";">10";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzene";"[6]annulene";"";"71-43-2";"C6H6";"aromatics";"1";"recommended";"100";"70 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzene hexachloride";"";"";"";"";"aromatics";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzenesulfonic acid";"";"";"";"";"surfactants & detergents";"1";"recommended";"10 – 70";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzoic acid";"benzenecarboxylic acid";"";"65-85-0";"C7H6O2";"organic (weak) acids";"1";"recommended";"10";"70 – 250";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzoic acid";"benzenecarboxylic acid";"";"65-85-0";"C7H6O2";"organic (weak) acids";"1";"recommended";"100";"70 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzotrichloride";"(trichloromethyl)benzene";"";"1998-07-07";"C7H5Cl3";"aromatics";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzoyl chloride";"benzenecarbonyl chloride";"anhydrous";"98-88-4";"C7H5ClO";"acid halides";"1";"recommended";"100";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
