sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Ferric nitrate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"ferric nitrate";"salts";"<50";"68";"<2";"181,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"ferric nitrate";"salts";"5 – 60";"25 – 75";"<2";"181,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-6Mo (254SMO/ 6XN)";"ferric nitrate";"salts";"<50";"68";"<2";"181,216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ferric nitrate";"salts";"<50";"68";"<2";"181,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"ferric nitrate";"salts";"5 – 60";"25 – 225";"<2";"181,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 30-44-5-3W (G-30)";"ferric nitrate";"salts";"<50";"68";"<2";"181,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 30-44-5-3W (G-30)";"ferric nitrate";"salts";"5 – 60";"25 – 225";"<2";"181,216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Aluminum Alloy (3003/ 5154)";"ferric nitrate";"salts";"5 – 55";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Aluminum Alloy (3003/ 5154)";"ferric nitrate";"salts";"100";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ferric nitrate";"salts";"<60";"25 – 68";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ferric nitrate";"salts";"5 – 55";"75 – 225";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"ferric nitrate";"salts";"100";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ferric nitrate";"salts";"<60";"25 – 68";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"ferric nitrate";"salts";"5 – 55";"75 – 225";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Brass (>15Zn)";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Cast Iron, Gray/ Ductile";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Copper/ Bronze/ Low Brass";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Copper-Nickel";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Cr Stainless Steel (12Cr)";"ferric nitrate";"salts";"5 – 25";"75 – 125";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Cr Stainless Steel (12Cr)";"ferric nitrate";"salts";"5 – 60";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Cr Stainless Steel (17Cr)";"ferric nitrate";"salts";"5 – 35";"75 – 225";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Cr Stainless Steel (17Cr)";"ferric nitrate";"salts";"5 – 60";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Duplex Stainless Steel (25-6-3)";"ferric nitrate";"salts";"<50";"68";"<2";"181,216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Gold/ Platinum";"ferric nitrate";"salts";"5 – 60";"25 – 225";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Gold/ Platinum";"ferric nitrate";"salts";"100";"25 – 225";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ferric nitrate";"salts";"5 – 15";"25 – 75";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ferric nitrate";"salts";"25 – 35";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"ferric nitrate";"salts";"45 – 55";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ferric nitrate";"salts";"5 – 15";"25 – 75";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ferric nitrate";"salts";"25 – 35";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"ferric nitrate";"salts";"45 – 55";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ferric nitrate";"salts";"5 – 15";"25 – 75";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ferric nitrate";"salts";"25 – 35";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"ferric nitrate";"salts";"45 – 55";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ferric nitrate";"salts";"5 – 15";"25 – 75";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ferric nitrate";"salts";"25 – 35";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"37";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"ferric nitrate";"salts";"45 – 55";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ferric nitrate";"salts";"5 – 15";"25 – 75";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ferric nitrate";"salts";"25 – 35";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"ferric nitrate";"salts";"45 – 55";"25 – 75";"<20";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"41";"Nickel (200)";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"Nickel Cast Iron (15-35Ni)";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";"Nickel-Copper (400)";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"Ni-Cr-Fe Alloy (600/ 690)";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"45";"Ni-Mo Alloy (Ni-30Mo; B-2)";"ferric nitrate";"salts";"5 – 60";"25 – 75";">50";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"Silicon Cast Iron (14Si)";"ferric nitrate";"salts";"5 – 60";"52 – 237";"<2";"216,219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
