sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Acetal Resins (Polyoxymethylene)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"22";"Acetal Resins (Polyoxymethylene)";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"2";"questionable";">70";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"23";"Acetal Resins (Polyoxymethylene)";"aluminum chloride";"aluminum trichloride";"";"7446-70-0";"AlCl3";"salts";"3";"not recommended";">70";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Acetal Resins (Polyoxymethylene)";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"25";"Acetal Resins (Polyoxymethylene)";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"2";"questionable";">20";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"26";"Acetal Resins (Polyoxymethylene)";"aluminum potassium sulfate";"potassium aluminum sulfate";"";"10043-67-1";"AlKO8S2";"salts";"3";"not recommended";">20";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"27";"Acetal Resins (Polyoxymethylene)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"28";"Acetal Resins (Polyoxymethylene)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"2";"questionable";">70";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"29";"Acetal Resins (Polyoxymethylene)";"aluminum sulfate";"alunogenite";"";"10043-01-3";"Al2O12S3";"salts";"3";"not recommended";">70";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"30";"Acetal Resins (Polyoxymethylene)";"aminoacetic acid";"glycine";"";"56-40-6";"C2H5NO2";"organic (weak) acids";"1";"recommended";"10";"70 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"31";"Acetal Resins (Polyoxymethylene)";"ammonia";"";"saturated";"7664-41-7";"H3N";"bases";"1";"recommended";"10";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"32";"Acetal Resins (Polyoxymethylene)";"ammonia";"";"";"7664-41-7";"H3N";"bases";"2";"questionable";"10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"33";"Acetal Resins (Polyoxymethylene)";"ammonia";"";"";"7664-41-7";"H3N";"bases";"3";"not recommended";"10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"34";"Acetal Resins (Polyoxymethylene)";"ammonia";"";"gas, liquid";"7664-41-7";"H3N";"bases";"1";"recommended";"100";"60 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"35";"Acetal Resins (Polyoxymethylene)";"ammonium acetate";"";"";"631-61-8";"C2H7NO2";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"36";"Acetal Resins (Polyoxymethylene)";"ammonium carbonate";"";"";"506-87-6";"CH8N2O3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"37";"Acetal Resins (Polyoxymethylene)";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"38";"Acetal Resins (Polyoxymethylene)";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"2";"questionable";">10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"39";"Acetal Resins (Polyoxymethylene)";"ammonium chloride";"sal ammoniac";"";"12125-02-9";"ClH4N";"salts";"3";"not recommended";">10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"40";"Acetal Resins (Polyoxymethylene)";"ammonium fluoride";"";"";"12125-01-8";"FH4N";"salts";"3";"not recommended";"10";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"41";"Acetal Resins (Polyoxymethylene)";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended; discolored";"100";"70 – 175";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"42";"Acetal Resins (Polyoxymethylene)";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"43";"Acetal Resins (Polyoxymethylene)";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"2";"questionable";">10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"44";"Acetal Resins (Polyoxymethylene)";"ammonium nitrate";"";"";"6484-52-2";"H4N2O3";"salts";"3";"not recommended";">10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"45";"Acetal Resins (Polyoxymethylene)";"ammonium phosphate";"";"";"";"";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"46";"Acetal Resins (Polyoxymethylene)";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"47";"Acetal Resins (Polyoxymethylene)";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"2";"questionable";">10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"48";"Acetal Resins (Polyoxymethylene)";"ammonium sulfate";"";"";"7783-20-2";"H8N2O4S";"salts";"3";"not recommended";">10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"49";"Acetal Resins (Polyoxymethylene)";"ammonium sulfide";"";"";"12135-76-1";"H8N2S";"salts";"1";"recommended";">10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"50";"Acetal Resins (Polyoxymethylene)";"ammonium sulfide";"";"";"12135-76-1";"H8N2S";"salts";"3";"not recommended";">10";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
