sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Chlordane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"hazardous!";"100";"0 – 104";"<2";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Brass (>15Zn)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 75";">50";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 75";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Copper/ Bronze/ Low Brass";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Lead";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Nickel (200)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Ni-Mo Alloy (Ni-30Mo; B-2)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Silicon Cast Iron (14Si)";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"52 – 102";"20 – 50";"32,210,218";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Silver";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Steels, Carbon/ Low Alloy";"chlordane";"4,7-methano-1H-indene, 1,2,4,5,6,7,8,8-octachloro-2,3,3a,4,7,7a-hexahydro-";"57-74-9 [12789-03-6]";"C10H6Cl8";"agricultural chemicals";"";"100";"25 – 225";"<20";"32,210,219";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
