sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aniline";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"1";"Acetal Resins (Polyoxymethylene)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"2";"questionable";"10 – 90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"2";"Acetal Resins (Polyoxymethylene)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"70 – 160";"";"";"1";"";"";"";"";"";"";"";"";"";""
"3";"Acetal Resins (Polyoxymethylene)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; discolored, weight loss, strength loss, ";"100";"160 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"4";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"aniline";"benzenamine";"saturated";"62-53-3";"C6H7N";"amines";"2";"questionable";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"5";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"6";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; disintegrated";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"7";"Carbon-Graphite Composites";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"70 – 338";"";"";"1";"";"";"";"";"";"";"";"";"";""
"8";"Cellulose Acetate";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; disintegrated";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9";"Cellulose Acetate Butyrate";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; disintegrated";"100";"60 – 70";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"10";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"11";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"125";"";"";"16";"";"";"";"";"";"";"";"";"";""
"12";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"75";"<6";"";"16";"";"";"";"";"";"";"";"";"";""
"13";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"125";"";"";"16";"";"";"";"";"";"";"";"";"";""
"14";"Chlorinated Polyvinyl Chloride (CPVC)";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"70 – 212";"";"";"1, 2";"";"";"";"";"";"";"";"";"";""
"15";"Chlorosulfonated Polyethylene";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"16";"Chlorosulfonated Polyethylene";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"90 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";""
"17";"Concrete";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"60 – 70";"";"sealed with sodium silicate";"1";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Cements";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"1";"68";"";"";"5";"";"";"";"";"";"";"";"";"";""
"19";"Epoxy Cements";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"1";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"20";"Epoxy Cements";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"68";"<6";"";"5";"";"";"";"";"";"";"";"";"";""
"21";"Epoxy Cements";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"140";"";"";"5";"";"";"";"";"";"";"";"";"";""
"22";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended; over 3 years";">10";"77 – 300";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"23";"Epoxy Resin, Glass Fiber- Reinforced";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"24";"Epoxy Resin, Glass Fiber- Reinforced";"";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"3";"not recommended";"100";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
