sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"warnings";"resistance note";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"test note";"reference";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"1 – 75";"25 – 225";"<2";"";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"5 – 75";"225 – 260";"<2";"";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"30";"241";"<2";"boiling point is 116°C (241°F)";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"stress corrosion cracking";"40";"262";"20 – 50";"boiling point is 128°C (262°F)";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"50";"284";"20 – 50";"boiling point is 140°C (284°F)";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"60";"320";">50";"boiling point is 160°C (320°F)";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"65 – 75";"325 – 375";">50";"";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"70";"266";"<2";"";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"70";"356";">50";"boiling point is 180°C (356°F)";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Alloy 20-25-4Mo (904L)";"sodium hydroxide";"caustic soda";"1310-73-2";"HNaO";"bases";"";"";"90";"572";">50";"";"87,145,196,212,219";"";"";"";"";"";"";"";"";"";"";"";""
