sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Undecylenic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Cr Stainless Steel (12Cr)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cr Stainless Steel (17Cr)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Steels, Carbon/ Low Alloy";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Superferritic Stainless Steel (26-1)";"undecylenic acid";"10-undecenoic acid";"112-38-9";"C11H20O2";"organic (weak) acids";"100";"77 – 225";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
